name,value,year,lastValue,rank,color
"Rubella",115.0,1949.0,82.0,41,"red"
"Coxiella burnetii",113.0,1949.0,73.0,42,"red"
"Coccidioides",105.0,1949.0,75.0,43,"red"
"Blastomyces dermatitidis",103.0,1949.0,78.0,44,"red"
"Trichophyton",100.0,1949.0,79.0,45,"red"
"Fusobacterium",94.0,1949.0,87.0,46,"red"
"YFV",92.0,1949.0,81.0,47,"red"
"Trichinella",77.0,1949.0,59.0,48,"red"
"Newcastle disease virus",75.0,1949.0,64.0,49,"red"
"Candida",70.0,1949.0,49.0,50,"red"
"Coccidia",66.0,1949.0,60.0,51,"red"
"Ancylostoma",65.0,1949.0,52.0,52,"red"
"Enterobius vermicularis",65.0,1949.0,43.0,53,"red"
"Pediculus",62.0,1949.0,50.0,54,"red"
"Fly larva",61.0,1949.0,49.0,55,"red"
"HSV",59.0,1949.0,46.0,56,"red"
"Erysipelothrix",58.0,1949.0,49.0,57,"red"
"HIV",56.0,1949.0,41.0,58,"red"
"Cryptococcus",56.0,1949.0,39.0,59,"red"
"Acari",51.0,1949.0,44.0,60,"red"
"Haemophilus ducreyi",51.0,1949.0,45.0,61,"red"
"Onchocerca",48.0,1949.0,38.0,62,"red"
"Taenia solium.",47.0,1949.0,29.0,63,"red"
"Babesia",43.0,1949.0,42.0,64,"red"
"HPV",42.0,1949.0,36.0,65,"red"
"Giardia lamblia",37.0,1949.0,29.0,66,"red"
"Japanese encephalitis virus",35.0,1949.0,28.0,67,"red"
"Trypanosoma cruzi",34.0,1949.0,21.0,68,"red"
"Vaccinia virus",32.0,1949.0,31.0,69,"red"
"HBV",32.0,1949.0,27.0,70,"red"
"Sporothrix",30.0,1949.0,25.0,71,"red"
"Streptobacillus moniliformis or Spirillum minus",30.0,1949.0,24.0,72,"red"
"Pinworms",28.0,1949.0,19.0,73,"red"
"Actinomycetoma",28.0,1949.0,21.0,74,"red"
"Bartonella",26.0,1949.0,19.0,75,"red"
"Strongyloides",25.0,1949.0,12.0,76,"red"
"Pasteurella",24.0,1949.0,21.0,77,"red"
"Phlebovirus",24.0,1949.0,19.0,78,"red"
"LCMV",23.0,1949.0,17.0,79,"red"
"Burkholderia",21.0,1949.0,17.0,80,"red"
"Molluscum Contagiosum virus",20.0,1949.0,12.0,81,"red"
"WEEV",20.0,1949.0,17.0,82,"red"
"Staphylococcus aureus",18.0,1949.0,16.0,83,"red"
"Protozoan",17.0,1949.0,14.0,84,"red"
"Aspergillus",17.0,1949.0,12.0,85,"red"
"Eurotiomycetes",15.0,1949.0,13.0,86,"red"
"Balantidium coli",14.0,1949.0,13.0,87,"red"
"Rhinosporidium seeberi",13.0,1949.0,10.0,88,"red"
"SLEV",13.0,1949.0,12.0,89,"red"
"Listeria monocytogenes",13.0,1949.0,10.0,90,"red"
"Fasciola",12.0,1949.0,11.0,91,"red"
"Tick",12.0,1949.0,9.0,92,"red"
"Paracoccidioides brasiliensis",11.0,1949.0,9.0,93,"red"
"Corynebacterium",10.0,1949.0,9.0,94,"red"
"Paragonimus",9.0,1949.0,8.0,95,"red"
"Cowpox virus",9.0,1949.0,6.0,96,"red"
"Nocardial",8.0,1949.0,3.0,97,"red"
"Orf virus",7.0,1949.0,5.0,98,"red"
"HHV",7.0,1949.0,2.0,99,"red"
"Eastern equine encephalitis virus",6.0,1949.0,3.0,100,"red"
"Trichuris trichiura",5.0,1949.0,3.0,101,"red"
"Cystoisospora",5.0,1949.0,4.0,102,"red"
"Clonorchis",5.0,1949.0,1.0,103,"red"
"VEEV",5.0,1949.0,4.0,104,"red"
"Loa loa",4.0,1949.0,2.0,105,"red"
"Trichostrongylus",4.0,1949.0,3.0,106,"red"
"Gnathostoma",4.0,1949.0,3.0,107,"red"
"Diphyllobothrium",3.0,1949.0,2.0,108,"red"
"Actinobacillus",3.0,1949.0,2.0,109,"red"
"HCV",2.0,1949.0,1.0,110,"red"
"Ascaridia",2.0,1949.0,1.0,111,"red"
"Geotrichum candidum",2.0,1949.0,1.0,112,"red"
"Sarcocystis",1.0,1949.0,0.0,113,"red"
"Mycobacterium tuberculosis",4444.0,1950.0,2814.0,1,"red"
"Plasmodium",2343.0,1950.0,1993.0,2,"red"
"Poliovirus",1864.0,1950.0,1430.0,3,"red"
"Salmonella enterica",1679.0,1950.0,1166.0,4,"red"
"Treponema",1035.0,1950.0,791.0,5,"red"
"Influenza virus",1033.0,1950.0,825.0,6,"red"
"Streptococcus pyogenes",1002.0,1950.0,748.0,7,"red"
"Mycobacterium leprae",939.0,1950.0,725.0,8,"red"
"HAV",840.0,1950.0,574.0,9,"red"
"Brucella",724.0,1950.0,517.0,10,"red"
"Rickettsia",708.0,1950.0,565.0,11,"red"
"Clostridium",699.0,1950.0,551.0,12,"red"
"Neisseria gonorrhoeae",690.0,1950.0,591.0,13,"red"
"Entamoeba histolytica",632.0,1950.0,458.0,14,"red"
"Leishmania",549.0,1950.0,426.0,15,"red"
"Schistosoma",506.0,1950.0,411.0,16,"red"
"Chlamydia",499.0,1950.0,353.0,17,"red"
"Echinococcus",426.0,1950.0,283.0,18,"red"
"Variola",330.0,1950.0,221.0,19,"red"
"Trypanosoma",321.0,1950.0,240.0,20,"red"
"Varicella Zoster virus",317.0,1950.0,231.0,21,"red"
"Leptospira",282.0,1950.0,188.0,22,"red"
"Vibrio cholerae",281.0,1950.0,210.0,23,"red"
"EBV",280.0,1950.0,207.0,24,"red"
"Actinomyces",266.0,1950.0,210.0,25,"red"
"Rabies virus",265.0,1950.0,186.0,26,"red"
"Filarial worms",240.0,1950.0,189.0,27,"red"
"Toxoplasma",229.0,1950.0,133.0,28,"red"
"Measles virus",228.0,1950.0,179.0,29,"red"
"Yersinia pestis",215.0,1950.0,144.0,30,"red"
"Ascaris",206.0,1950.0,141.0,31,"red"
"Shigella",204.0,1950.0,177.0,32,"red"
"Histoplasma capsulatum",194.0,1950.0,135.0,33,"red"
"Coxiella burnetii",180.0,1950.0,113.0,34,"red"
"Klebsiella",176.0,1950.0,144.0,35,"red"
"Trichomonas vaginalis",171.0,1950.0,117.0,36,"red"
"Sarcoptes scabiei",163.0,1950.0,136.0,37,"red"
"Borrelia",151.0,1950.0,123.0,38,"red"
"Mumps virus",151.0,1950.0,117.0,39,"red"
"Coccidioides",149.0,1950.0,105.0,40,"red"
"Bacillus anthracis",141.0,1950.0,119.0,41,"red"
"YFV",141.0,1950.0,92.0,42,"red"
"Orientia tsutsugamushi",141.0,1950.0,125.0,43,"red"
"Rubella",138.0,1950.0,115.0,44,"red"
"Blastomyces dermatitidis",132.0,1950.0,103.0,45,"red"
"Newcastle disease virus",129.0,1950.0,75.0,46,"red"
"Trichophyton",123.0,1950.0,100.0,47,"red"
"Ancylostoma",105.0,1950.0,65.0,48,"red"
"Enterobius vermicularis",105.0,1950.0,65.0,49,"red"
"Candida",96.0,1950.0,70.0,50,"red"
"HSV",93.0,1950.0,59.0,51,"red"
"Trichinella",88.0,1950.0,77.0,52,"red"
"Cryptococcus",86.0,1950.0,56.0,53,"red"
"Fly larva",79.0,1950.0,61.0,54,"red"
"Erysipelothrix",79.0,1950.0,58.0,55,"red"
"Coccidia",78.0,1950.0,66.0,56,"red"
"HIV",73.0,1950.0,56.0,57,"red"
"Pediculus",68.0,1950.0,62.0,58,"red"
"Taenia solium.",68.0,1950.0,47.0,59,"red"
"Haemophilus ducreyi",64.0,1950.0,51.0,60,"red"
"Acari",63.0,1950.0,51.0,61,"red"
"Onchocerca",61.0,1950.0,48.0,62,"red"
"Trypanosoma cruzi",57.0,1950.0,34.0,63,"red"
"Giardia lamblia",56.0,1950.0,37.0,64,"red"
"Babesia",54.0,1950.0,43.0,65,"red"
"DENV",51.0,1950.0,47.0,66,"red"
"HBV",50.0,1950.0,32.0,67,"red"
"Japanese encephalitis virus",49.0,1950.0,35.0,68,"red"
"Vaccinia virus",48.0,1950.0,32.0,69,"red"
"HPV",46.0,1950.0,42.0,70,"red"
"Bartonella",44.0,1950.0,26.0,71,"red"
"Sporothrix",44.0,1950.0,30.0,72,"red"
"Pinworms",38.0,1950.0,28.0,73,"red"
"Streptobacillus moniliformis or Spirillum minus",37.0,1950.0,30.0,74,"red"
"Actinomycetoma",37.0,1950.0,28.0,75,"red"
"Pasteurella",34.0,1950.0,24.0,76,"red"
"Strongyloides",33.0,1950.0,25.0,77,"red"
"Phlebovirus",28.0,1950.0,24.0,78,"red"
"Molluscum Contagiosum virus",28.0,1950.0,20.0,79,"red"
"LCMV",27.0,1950.0,23.0,80,"red"
"Aspergillus",26.0,1950.0,17.0,81,"red"
"Paracoccidioides brasiliensis",25.0,1950.0,11.0,82,"red"
"Burkholderia",24.0,1950.0,21.0,83,"red"
"Staphylococcus aureus",23.0,1950.0,18.0,84,"red"
"WEEV",22.0,1950.0,20.0,85,"red"
"Balantidium coli",21.0,1950.0,14.0,86,"red"
"Protozoan",19.0,1950.0,17.0,87,"red"
"Cowpox virus",18.0,1950.0,9.0,88,"red"
"Fasciola",18.0,1950.0,12.0,89,"red"
"Eurotiomycetes",17.0,1950.0,15.0,90,"red"
"HHV",15.0,1950.0,7.0,91,"red"
"Rhinosporidium seeberi",15.0,1950.0,13.0,92,"red"
"Tick",15.0,1950.0,12.0,93,"red"
"Coltivirus",14.0,1950.0,12.0,94,"red"
"Trichuris trichiura",14.0,1950.0,5.0,95,"red"
"Listeria monocytogenes",14.0,1950.0,13.0,96,"red"
"Corynebacterium",12.0,1950.0,10.0,97,"red"
"Theileria",11.0,1950.0,7.0,98,"red"
"Paragonimus",10.0,1950.0,9.0,99,"red"
"Eastern equine encephalitis virus",8.0,1950.0,6.0,100,"red"
"Guinea worm",8.0,1950.0,2.0,101,"red"
"Orf virus",8.0,1950.0,7.0,102,"red"
"Trichostrongylus",7.0,1950.0,4.0,103,"red"
"Clonorchis",7.0,1950.0,5.0,104,"red"
"Cystoisospora",6.0,1950.0,5.0,105,"red"
"Dirofilaria",5.0,1950.0,3.0,106,"red"
"Hymenolepis",5.0,1950.0,3.0,107,"red"
"Loa loa",5.0,1950.0,4.0,108,"red"
"Poxvirus",4.0,1950.0,3.0,109,"red"
"Geotrichum candidum",4.0,1950.0,2.0,110,"red"
"Pneumocystis jirovecii",3.0,1950.0,0.0,111,"red"
"Bornavirus",3.0,1950.0,1.0,112,"red"
"Sarcocystis",3.0,1950.0,1.0,113,"red"
"Ascaridia",3.0,1950.0,2.0,114,"red"
"Anaplasmataceae",3.0,1950.0,2.0,115,"red"
"TBEV",3.0,1950.0,2.0,116,"red"
"Dicrocoelium",2.0,1950.0,1.0,117,"red"
"Spirometra",2.0,1950.0,0.0,118,"red"
"Tunga penetrans",2.0,1950.0,1.0,119,"red"
"Necator",2.0,1950.0,1.0,120,"red"
"Enoplida",2.0,1950.0,1.0,121,"red"
"Hantavirus",2.0,1950.0,1.0,122,"red"
"Cryptosporidium",1.0,1950.0,0.0,123,"red"
"Microsporidia",1.0,1950.0,0.0,124,"red"
"Mycobacterium tuberculosis",6609.0,1951.0,4444.0,1,"red"
"Plasmodium",2694.0,1951.0,2343.0,2,"red"
"Poliovirus",2437.0,1951.0,1864.0,3,"red"
"Salmonella enterica",2118.0,1951.0,1679.0,4,"red"
"Treponema",1298.0,1951.0,1035.0,5,"red"
"Streptococcus pyogenes",1274.0,1951.0,1002.0,6,"red"
"Influenza virus",1249.0,1951.0,1033.0,7,"red"
"Mycobacterium leprae",1202.0,1951.0,939.0,8,"red"
"HAV",1113.0,1951.0,840.0,9,"red"
"Brucella",930.0,1951.0,724.0,10,"red"
"Clostridium",898.0,1951.0,699.0,11,"red"
"Rickettsia",865.0,1951.0,708.0,12,"red"
"Entamoeba histolytica",798.0,1951.0,632.0,13,"red"
"Neisseria gonorrhoeae",790.0,1951.0,690.0,14,"red"
"Chlamydia",702.0,1951.0,499.0,15,"red"
"Leishmania",693.0,1951.0,549.0,16,"red"
"Echinococcus",650.0,1951.0,426.0,17,"red"
"Schistosoma",628.0,1951.0,506.0,18,"red"
"Variola",480.0,1951.0,330.0,19,"red"
"Trypanosoma",424.0,1951.0,321.0,20,"red"
"Leptospira",423.0,1951.0,282.0,21,"red"
"Varicella Zoster virus",419.0,1951.0,317.0,22,"red"
"Toxoplasma",379.0,1951.0,229.0,23,"red"
"Vibrio cholerae",376.0,1951.0,281.0,24,"red"
"EBV",360.0,1951.0,280.0,25,"red"
"Actinomyces",343.0,1951.0,266.0,26,"red"
"Rabies virus",334.0,1951.0,265.0,27,"red"
"Yersinia pestis",308.0,1951.0,215.0,28,"red"
"Coxiella burnetii",290.0,1951.0,180.0,29,"red"
"Filarial worms",282.0,1951.0,240.0,30,"red"
"Measles virus",274.0,1951.0,228.0,31,"red"
"Ascaris",259.0,1951.0,206.0,32,"red"
"Histoplasma capsulatum",246.0,1951.0,194.0,33,"red"
"Shigella",236.0,1951.0,204.0,34,"red"
"YFV",231.0,1951.0,141.0,35,"red"
"Trichomonas vaginalis",231.0,1951.0,171.0,36,"red"
"Klebsiella",209.0,1951.0,176.0,37,"red"
"Mumps virus",200.0,1951.0,151.0,38,"red"
"Newcastle disease virus",189.0,1951.0,129.0,39,"red"
"Sarcoptes scabiei",182.0,1951.0,163.0,40,"red"
"Coccidioides",170.0,1951.0,149.0,41,"red"
"Borrelia",169.0,1951.0,151.0,42,"red"
"Blastomyces dermatitidis",168.0,1951.0,132.0,43,"red"
"Rubella",164.0,1951.0,138.0,44,"red"
"Bacillus anthracis",163.0,1951.0,141.0,45,"red"
"Trichophyton",161.0,1951.0,123.0,46,"red"
"Orientia tsutsugamushi",152.0,1951.0,141.0,47,"red"
"Candida",147.0,1951.0,96.0,48,"red"
"Enterobius vermicularis",133.0,1951.0,105.0,49,"red"
"Ancylostoma",129.0,1951.0,105.0,50,"red"
"HSV",122.0,1951.0,93.0,51,"red"
"Trichinella",115.0,1951.0,88.0,52,"red"
"Cryptococcus",114.0,1951.0,86.0,53,"red"
"Fusobacterium",96.0,1951.0,94.0,54,"red"
"Fly larva",95.0,1951.0,79.0,55,"red"
"Erysipelothrix",93.0,1951.0,79.0,56,"red"
"Bartonella",93.0,1951.0,44.0,57,"red"
"HIV",91.0,1951.0,73.0,58,"red"
"Trypanosoma cruzi",89.0,1951.0,57.0,59,"red"
"Taenia solium.",88.0,1951.0,68.0,60,"red"
"Coccidia",86.0,1951.0,78.0,61,"red"
"Vaccinia virus",81.0,1951.0,48.0,62,"red"
"Haemophilus ducreyi",78.0,1951.0,64.0,63,"red"
"Onchocerca",75.0,1951.0,61.0,64,"red"
"Pediculus",75.0,1951.0,68.0,65,"red"
"Acari",73.0,1951.0,63.0,66,"red"
"HBV",70.0,1951.0,50.0,67,"red"
"Giardia lamblia",69.0,1951.0,56.0,68,"red"
"Babesia",63.0,1951.0,54.0,69,"red"
"Japanese encephalitis virus",59.0,1951.0,49.0,70,"red"
"Sporothrix",56.0,1951.0,44.0,71,"red"
"DENV",53.0,1951.0,51.0,72,"red"
"Streptobacillus moniliformis or Spirillum minus",49.0,1951.0,37.0,73,"red"
"HPV",49.0,1951.0,46.0,74,"red"
"Pasteurella",44.0,1951.0,34.0,75,"red"
"Actinomycetoma",42.0,1951.0,37.0,76,"red"
"LCMV",41.0,1951.0,27.0,77,"red"
"Pinworms",40.0,1951.0,38.0,78,"red"
"Phlebovirus",40.0,1951.0,28.0,79,"red"
"Molluscum Contagiosum virus",39.0,1951.0,28.0,80,"red"
"Strongyloides",39.0,1951.0,33.0,81,"red"
"Aspergillus",32.0,1951.0,26.0,82,"red"
"Protozoan",32.0,1951.0,19.0,83,"red"
"Paracoccidioides brasiliensis",31.0,1951.0,25.0,84,"red"
"Burkholderia",31.0,1951.0,24.0,85,"red"
"Trichuris trichiura",31.0,1951.0,14.0,86,"red"
"Balantidium coli",29.0,1951.0,21.0,87,"red"
"WEEV",29.0,1951.0,22.0,88,"red"
"Eurotiomycetes",23.0,1951.0,17.0,89,"red"
"HHV",21.0,1951.0,15.0,90,"red"
"Cowpox virus",21.0,1951.0,18.0,91,"red"
"Fasciola",20.0,1951.0,18.0,92,"red"
"Tick",18.0,1951.0,15.0,93,"red"
"Rhinosporidium seeberi",18.0,1951.0,15.0,94,"red"
"Listeria monocytogenes",17.0,1951.0,14.0,95,"red"
"Corynebacterium",17.0,1951.0,12.0,96,"red"
"SLEV",16.0,1951.0,13.0,97,"red"
"Theileria",16.0,1951.0,11.0,98,"red"
"Coltivirus",15.0,1951.0,14.0,99,"red"
"Guinea worm",14.0,1951.0,8.0,100,"red"
"Orf virus",12.0,1951.0,8.0,101,"red"
"Nocardial",11.0,1951.0,8.0,102,"red"
"Paragonimus",11.0,1951.0,10.0,103,"red"
"Eastern equine encephalitis virus",11.0,1951.0,8.0,104,"red"
"Clonorchis",9.0,1951.0,7.0,105,"red"
"Trichostrongylus",8.0,1951.0,7.0,106,"red"
"Pneumocystis jirovecii",8.0,1951.0,3.0,107,"red"
"Poxvirus",8.0,1951.0,4.0,108,"red"
"Coxsackievirus",7.0,1951.0,0.0,109,"red"
"Sarcocystis",6.0,1951.0,3.0,110,"red"
"Dirofilaria",6.0,1951.0,5.0,111,"red"
"Gnathostoma",6.0,1951.0,4.0,112,"red"
"Loa loa",6.0,1951.0,5.0,113,"red"
"Diphyllobothrium",6.0,1951.0,3.0,114,"red"
"HCV",5.0,1951.0,2.0,115,"red"
"TBEV",5.0,1951.0,3.0,116,"red"
"Anaplasmataceae",4.0,1951.0,3.0,117,"red"
"Actinobacillus",4.0,1951.0,3.0,118,"red"
"Hantavirus",4.0,1951.0,2.0,119,"red"
"Bornavirus",4.0,1951.0,3.0,120,"red"
"Dicrocoelium",4.0,1951.0,2.0,121,"red"
"Necator",3.0,1951.0,2.0,122,"red"
"Spirometra",3.0,1951.0,2.0,123,"red"
"Setaria",2.0,1951.0,1.0,124,"red"
"Mycobacterium tuberculosis",9178.0,1952.0,6609.0,1,"red"
"Poliovirus",3111.0,1952.0,2437.0,2,"red"
"Plasmodium",3069.0,1952.0,2694.0,3,"red"
"Salmonella enterica",2399.0,1952.0,2118.0,4,"red"
"Treponema",1549.0,1952.0,1298.0,5,"red"
"Mycobacterium leprae",1516.0,1952.0,1202.0,6,"red"
"Streptococcus pyogenes",1486.0,1952.0,1274.0,7,"red"
"Influenza virus",1435.0,1952.0,1249.0,8,"red"
"HAV",1376.0,1952.0,1113.0,9,"red"
"Brucella",1128.0,1952.0,930.0,10,"red"
"Clostridium",1078.0,1952.0,898.0,11,"red"
"Entamoeba histolytica",998.0,1952.0,798.0,12,"red"
"Rickettsia",979.0,1952.0,865.0,13,"red"
"Neisseria gonorrhoeae",880.0,1952.0,790.0,14,"red"
"Chlamydia",862.0,1952.0,702.0,15,"red"
"Leishmania",820.0,1952.0,693.0,16,"red"
"Echinococcus",818.0,1952.0,650.0,17,"red"
"Schistosoma",763.0,1952.0,628.0,18,"red"
"Variola",584.0,1952.0,480.0,19,"red"
"Trypanosoma",573.0,1952.0,424.0,20,"red"
"Leptospira",561.0,1952.0,423.0,21,"red"
"Varicella Zoster virus",536.0,1952.0,419.0,22,"red"
"Toxoplasma",518.0,1952.0,379.0,23,"red"
"EBV",433.0,1952.0,360.0,24,"red"
"Rabies virus",422.0,1952.0,334.0,25,"red"
"Actinomyces",409.0,1952.0,343.0,26,"red"
"Vibrio cholerae",402.0,1952.0,376.0,27,"red"
"Coxiella burnetii",372.0,1952.0,290.0,28,"red"
"Yersinia pestis",357.0,1952.0,308.0,29,"red"
"Measles virus",340.0,1952.0,274.0,30,"red"
"Filarial worms",329.0,1952.0,282.0,31,"red"
"Ascaris",318.0,1952.0,259.0,32,"red"
"Trichomonas vaginalis",318.0,1952.0,231.0,33,"red"
"Histoplasma capsulatum",307.0,1952.0,246.0,34,"red"
"Shigella",301.0,1952.0,236.0,35,"red"
"Mumps virus",280.0,1952.0,200.0,36,"red"
"YFV",270.0,1952.0,231.0,37,"red"
"Klebsiella",246.0,1952.0,209.0,38,"red"
"Newcastle disease virus",236.0,1952.0,189.0,39,"red"
"Blastomyces dermatitidis",205.0,1952.0,168.0,40,"red"
"Rubella",198.0,1952.0,164.0,41,"red"
"Sarcoptes scabiei",195.0,1952.0,182.0,42,"red"
"Trichophyton",194.0,1952.0,161.0,43,"red"
"Coccidioides",191.0,1952.0,170.0,44,"red"
"Borrelia",191.0,1952.0,169.0,45,"red"
"Candida",188.0,1952.0,147.0,46,"red"
"Bacillus anthracis",186.0,1952.0,163.0,47,"red"
"Enterobius vermicularis",169.0,1952.0,133.0,48,"red"
"Ancylostoma",166.0,1952.0,129.0,49,"red"
"Orientia tsutsugamushi",161.0,1952.0,152.0,50,"red"
"Bartonella",159.0,1952.0,93.0,51,"red"
"HSV",152.0,1952.0,122.0,52,"red"
"Cryptococcus",148.0,1952.0,114.0,53,"red"
"Trypanosoma cruzi",142.0,1952.0,89.0,54,"red"
"Trichinella",141.0,1952.0,115.0,55,"red"
"Vaccinia virus",117.0,1952.0,81.0,56,"red"
"Fly larva",111.0,1952.0,95.0,57,"red"
"Erysipelothrix",110.0,1952.0,93.0,58,"red"
"HIV",110.0,1952.0,91.0,59,"red"
"Taenia solium.",106.0,1952.0,88.0,60,"red"
"Fusobacterium",97.0,1952.0,96.0,61,"red"
"Onchocerca",97.0,1952.0,75.0,62,"red"
"Coccidia",92.0,1952.0,86.0,63,"red"
"Giardia lamblia",92.0,1952.0,69.0,64,"red"
"Haemophilus ducreyi",91.0,1952.0,78.0,65,"red"
"Pediculus",85.0,1952.0,75.0,66,"red"
"Acari",84.0,1952.0,73.0,67,"red"
"HBV",83.0,1952.0,70.0,68,"red"
"Japanese encephalitis virus",72.0,1952.0,59.0,69,"red"
"Sporothrix",69.0,1952.0,56.0,70,"red"
"Babesia",64.0,1952.0,63.0,71,"red"
"DENV",63.0,1952.0,53.0,72,"red"
"Pasteurella",60.0,1952.0,44.0,73,"red"
"HPV",54.0,1952.0,49.0,74,"red"
"Streptobacillus moniliformis or Spirillum minus",53.0,1952.0,49.0,75,"red"
"Actinomycetoma",50.0,1952.0,42.0,76,"red"
"Molluscum Contagiosum virus",48.0,1952.0,39.0,77,"red"
"Pinworms",48.0,1952.0,40.0,78,"red"
"Strongyloides",47.0,1952.0,39.0,79,"red"
"LCMV",47.0,1952.0,41.0,80,"red"
"Aspergillus",45.0,1952.0,32.0,81,"red"
"Protozoan",44.0,1952.0,32.0,82,"red"
"Trichuris trichiura",44.0,1952.0,31.0,83,"red"
"Phlebovirus",42.0,1952.0,40.0,84,"red"
"Balantidium coli",39.0,1952.0,29.0,85,"red"
"Burkholderia",38.0,1952.0,31.0,86,"red"
"Paracoccidioides brasiliensis",34.0,1952.0,31.0,87,"red"
"WEEV",34.0,1952.0,29.0,88,"red"
"Eurotiomycetes",33.0,1952.0,23.0,89,"red"
"Staphylococcus aureus",27.0,1952.0,23.0,90,"red"
"HHV",24.0,1952.0,21.0,91,"red"
"Listeria monocytogenes",24.0,1952.0,17.0,92,"red"
"Cowpox virus",23.0,1952.0,21.0,93,"red"
"Fasciola",23.0,1952.0,20.0,94,"red"
"Tick",22.0,1952.0,18.0,95,"red"
"Hantavirus",21.0,1952.0,4.0,96,"red"
"Rhinosporidium seeberi",19.0,1952.0,18.0,97,"red"
"Corynebacterium",19.0,1952.0,17.0,98,"red"
"SLEV",19.0,1952.0,16.0,99,"red"
"Guinea worm",17.0,1952.0,14.0,100,"red"
"Theileria",17.0,1952.0,16.0,101,"red"
"Coxsackievirus",16.0,1952.0,7.0,102,"red"
"Nocardial",16.0,1952.0,11.0,103,"red"
"Paragonimus",16.0,1952.0,11.0,104,"red"
"Coltivirus",16.0,1952.0,15.0,105,"red"
"Orf virus",13.0,1952.0,12.0,106,"red"
"Eastern equine encephalitis virus",13.0,1952.0,11.0,107,"red"
"Pneumocystis jirovecii",11.0,1952.0,8.0,108,"red"
"Poxvirus",11.0,1952.0,8.0,109,"red"
"Trichostrongylus",11.0,1952.0,8.0,110,"red"
"Clonorchis",10.0,1952.0,9.0,111,"red"
"Diphyllobothrium",9.0,1952.0,6.0,112,"red"
"Dicrocoelium",9.0,1952.0,4.0,113,"red"
"Sarcocystis",7.0,1952.0,6.0,114,"red"
"Gnathostoma",7.0,1952.0,6.0,115,"red"
"HCV",7.0,1952.0,5.0,116,"red"
"Dirofilaria",7.0,1952.0,6.0,117,"red"
"Geotrichum candidum",7.0,1952.0,4.0,118,"red"
"Hymenolepis",7.0,1952.0,5.0,119,"red"
"Ascaridia",6.0,1952.0,3.0,120,"red"
"Necator",5.0,1952.0,3.0,121,"red"
"Spirometra",4.0,1952.0,3.0,122,"red"
"Enoplida",3.0,1952.0,2.0,123,"red"
"Nematodes",1.0,1952.0,0.0,124,"red"
"Fusarium",1.0,1952.0,0.0,125,"red"
"OHFV",1.0,1952.0,0.0,126,"red"
"Mycobacterium tuberculosis",11778.0,1953.0,9178.0,1,"red"
"Poliovirus",3919.0,1953.0,3111.0,2,"red"
"Plasmodium",3391.0,1953.0,3069.0,3,"red"
"Salmonella enterica",2705.0,1953.0,2399.0,4,"red"
"Mycobacterium leprae",1804.0,1953.0,1516.0,5,"red"
"Treponema",1798.0,1953.0,1549.0,6,"red"
"HAV",1719.0,1953.0,1376.0,7,"red"
"Streptococcus pyogenes",1686.0,1953.0,1486.0,8,"red"
"Influenza virus",1659.0,1953.0,1435.0,9,"red"
"Brucella",1288.0,1953.0,1128.0,10,"red"
"Clostridium",1273.0,1953.0,1078.0,11,"red"
"Entamoeba histolytica",1157.0,1953.0,998.0,12,"red"
"Rickettsia",1046.0,1953.0,979.0,13,"red"
"Chlamydia",1016.0,1953.0,862.0,14,"red"
"Echinococcus",1004.0,1953.0,818.0,15,"red"
"Leishmania",952.0,1953.0,820.0,16,"red"
"Neisseria gonorrhoeae",936.0,1953.0,880.0,17,"red"
"Schistosoma",915.0,1953.0,763.0,18,"red"
"Trypanosoma",722.0,1953.0,573.0,19,"red"
"Toxoplasma",685.0,1953.0,518.0,20,"red"
"Leptospira",679.0,1953.0,561.0,21,"red"
"Varicella Zoster virus",649.0,1953.0,536.0,22,"red"
"Variola",648.0,1953.0,584.0,23,"red"
"Rabies virus",508.0,1953.0,422.0,24,"red"
"EBV",506.0,1953.0,433.0,25,"red"
"Actinomyces",460.0,1953.0,409.0,26,"red"
"Coxiella burnetii",432.0,1953.0,372.0,27,"red"
"Measles virus",424.0,1953.0,340.0,28,"red"
"Vibrio cholerae",423.0,1953.0,402.0,29,"red"
"Yersinia pestis",394.0,1953.0,357.0,30,"red"
"Trichomonas vaginalis",389.0,1953.0,318.0,31,"red"
"Ascaris",372.0,1953.0,318.0,32,"red"
"Filarial worms",372.0,1953.0,329.0,33,"red"
"Shigella",368.0,1953.0,301.0,34,"red"
"Histoplasma capsulatum",368.0,1953.0,307.0,35,"red"
"Mumps virus",354.0,1953.0,280.0,36,"red"
"YFV",303.0,1953.0,270.0,37,"red"
"Klebsiella",275.0,1953.0,246.0,38,"red"
"Newcastle disease virus",267.0,1953.0,236.0,39,"red"
"Candida",265.0,1953.0,188.0,40,"red"
"Blastomyces dermatitidis",264.0,1953.0,205.0,41,"red"
"Rubella",230.0,1953.0,198.0,42,"red"
"Coccidioides",225.0,1953.0,191.0,43,"red"
"Trichophyton",214.0,1953.0,194.0,44,"red"
"Borrelia",213.0,1953.0,191.0,45,"red"
"Bartonella",211.0,1953.0,159.0,46,"red"
"Sarcoptes scabiei",207.0,1953.0,195.0,47,"red"
"Bacillus anthracis",206.0,1953.0,186.0,48,"red"
"Enterobius vermicularis",202.0,1953.0,169.0,49,"red"
"Ancylostoma",197.0,1953.0,166.0,50,"red"
"Trypanosoma cruzi",190.0,1953.0,142.0,51,"red"
"Cryptococcus",180.0,1953.0,148.0,52,"red"
